3651;376
3650;376
3649;329,362
3647;339
3644;358
3643;383,384
3631;374
3630;405
3629;349,376
3628;339,343
3545;339
3544;405
3543;378
3542;405
3541;380
3540;406
3539;405,406
3538;406
3537;405,406
3536;406,405
3535;405
3534;405
3533;406,405
3532;376,380
3531;376,378
3530;383
3529;329,362
3528;329,362
3527;329,362
3526;356,329,362
3459;349,376
3458;353,354
3457;353,354
3456;339,343,351
3455;353,354
3454;353,354
3453;354,354,353
3452;353
3451;376
3450;343,351
3449;383,384
3448;383,384,383
3447;384
3446;384,383
3445;383
3444;384
3443;329,360
3442;356
3441;376
3440;378,380
3439;369,372
3438;374
3437;380,376
3436;369,372
3435;369,372
3434;374
3433;374
3432;376
3431;376,376
3430;374,374
3429;374
3428;374
3427;374,374
3426;374
3425;374
3424;374
3423;374
3422;376,378,378
3421;378
3420;376,378
3419;376,378
3418;376
3417;376
3416;374
3415;341,376
3414;374
3413;374
3412;374
3411;374
3410;339,343,351
3409;341,349
3408;356
3407;369,372
3406;339,351
3405;329,360
3404;329,360
3403;329,360
3402;364,367
3401;369,372
3400;339,343
3399;339
3398;339
3397;343,339
3396;369,372,372
3395;369,372,369
3394;369,372,372
3393;372,369,372
3392;369,369,372
3391;372
3390;372
3389;369
3388;329,364,366
3387;339
3384;358
3383;358
3382;358
3381;351,339
3380;351,339
3379;351
3378;351
3377;356,356
3376;358,358
3375;358,358
3374;358,358
3373;358
3372;358
3371;358
3370;358
3369;358,358
3368;358,358
3367;358,358
3366;358
3365;358
3364;358
3363;358
3362;358
3361;358
3360;358
3359;358
3358;358
3357;358
3356;358
3355;358,358
3354;358
3353;358
3352;358
3351;358
3350;358,358
3349;358
3348;364,366,364
3347;358
3346;349,349,351
3345;341,343,351,341
3344;360,360
3343;360
3342;364,366,364
3341;331,331
3340;360,329,356
3338;364,366
3336;345,347
3335;353,354
3334;360
3333;327
3332;358
3331;331
3330;331
3329;358
3328;358,327
3327;364,366
3326;331
3325;329,329,364
3324;331
3323;358
3322;358
3321;358
3320;358
3319;369,372
3318;329,364
3317;358
3316;366
3315;364
3314;327,329,362
3313;360
3312;358
3311;356
3310;353,354
3309;351
3308;349
3307;347
3306;345
3305;343
3304;341
3302;339
3301;336,337
3300;334
3299;364
3298;331
3297;327
3296;329
3295;327
